Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,session,player,gamelog_url
11,10,1999-03-28,31-304,LAL,,NYK,W (+8),1,37:20,8,14,.571,1,1,1.000,2,4,.500,2,2,4,3,1,0,1,3,19,14.5,+5,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
12,11,1999-03-29,31-305,LAL,,VAN,W (+18),1,39:32,7,17,.412,4,8,.500,6,7,.857,0,2,2,6,2,0,2,1,24,18.9,+18,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
13,12,1999-04-02,31-309,LAL,@,PHO,W (+1),1,32:49,10,16,.625,3,6,.500,0,0,,1,2,3,1,1,1,0,4,23,17.9,+15,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
14,13,1999-04-03,31-310,LAL,,GSW,L (-5),1,39:55,4,13,.308,0,5,.000,3,5,.600,0,6,6,5,2,0,2,2,11,7.2,-6,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
15,14,1999-04-05,31-312,LAL,,DEN,W (+13),1,36:47,9,19,.474,2,4,.500,6,8,.750,0,2,2,3,0,0,0,2,26,17.4,+13,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
16,15,1999-04-06,31-313,LAL,,UTA,L (-13),1,31:44,3,10,.300,1,3,.333,4,4,1.000,1,2,3,2,0,1,0,2,11,7.8,-17,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
17,16,1999-04-07,31-314,LAL,@,SAC,W (+15),1,34:49,5,13,.385,1,5,.200,4,4,1.000,0,3,3,0,0,0,4,4,15,3.2,+9,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
18,17,1999-04-09,31-316,LAL,,MIN,W (+7),1,41:06,9,19,.474,3,6,.500,4,4,1.000,0,3,3,5,0,0,3,1,25,16.3,+7,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
19,,1999-04-11,31-318,LAL,,SEA,L (-4),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
20,,1999-04-13,31-320,LAL,@,POR,L (-27),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
21,18,1999-04-17,31-324,LAL,@,UTA,L (-16),1,31:11,4,10,.400,0,2,.000,3,3,1.000,0,2,2,3,0,1,0,4,11,7.4,-18,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
22,19,1999-04-19,31-326,LAL,,VAN,W (+15),1,38:15,6,15,.400,2,4,.500,4,4,1.000,0,2,2,4,0,0,1,2,18,11.5,+11,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
23,20,1999-04-20,31-327,LAL,@,GSW,W (+4),1,46:14,4,19,.211,1,7,.143,5,6,.833,2,10,12,4,1,0,4,2,14,5.3,+5,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
24,21,1999-04-21,31-328,LAL,@,POR,L (-6),1,40:02,4,14,.286,2,7,.286,0,0,,0,2,2,1,0,0,2,1,10,0.7,0,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
25,22,1999-04-24,31-331,LAL,@,SAS,L (-27),1,38:26,7,13,.538,1,2,.500,4,5,.800,0,1,1,0,0,0,3,1,19,9.2,-14,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
26,23,1999-04-26,31-333,LAL,@,HOU,L (-22),1,37:34,7,15,.467,2,5,.400,0,0,,1,1,2,0,2,0,2,3,16,8.1,-16,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
27,24,1999-04-29,31-336,LAL,,POR,W (+19),1,34:08,4,8,.500,1,4,.250,0,0,,0,2,2,4,1,0,3,6,9,4.0,+7,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
28,25,1999-05-02,31-339,LAL,@,SEA,W (+7),1,30:20,2,10,.200,1,2,.500,0,0,,0,4,4,4,1,0,0,3,5,2.6,+17,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
29,26,1999-05-03,31-340,LAL,,DAL,W (+13),1,35:17,7,15,.467,1,5,.200,7,7,1.000,1,4,5,1,2,1,3,4,22,15.0,+14,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
30,27,1999-05-05,31-342,LAL,,POR,W (+28),1,38:16,14,20,.700,8,10,.800,4,4,1.000,0,5,5,3,0,0,0,2,40,34.4,+31,1999,ricegl01,https://www.basketball-reference.com/players/r/ricegl01/gamelog/1999
